## [BeGaze]
## Date:	15.02.2013 14:09:12
## Version:	BeGaze 3.2.28
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	26196
## Reversed:	none
## [Run]
## Description:	Run5
## [Calibration]
## Calibration Type:	n.a.
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, FRAMECOUNTER
##
Time	Type	Trial	B POR X [px]	B POR Y [px]	Frame	Aux1	B Event Info
4162359309	SMP	1	665.66	685.60	00:00:00:00		Fixation
4162392432	SMP	1	670.95	684.74	00:00:00:00		Fixation
4162425652	SMP	1	671.92	684.19	00:00:00:01		Fixation
4162459213	SMP	1	673.42	682.84	00:00:00:02		Fixation
4162492187	SMP	1	672.83	682.43	00:00:00:03		Fixation
4162525863	SMP	1	671.36	680.23	00:00:00:03		Fixation
4162559056	SMP	1	666.91	678.66	00:00:00:04		Fixation
4162592934	SMP	1	662.45	677.41	00:00:00:05		Fixation
4162625575	SMP	1	658.08	678.87	00:00:00:06		Fixation
4162658370	SMP	1	654.53	679.32	00:00:00:06		Fixation
4162691965	SMP	1	651.63	677.27	00:00:00:08		Fixation
4162725113	SMP	1	651.56	677.97	00:00:00:08		Fixation
4162758467	SMP	1	650.27	678.07	00:00:00:09		Saccade
4162791566	SMP	1	689.45	686.93	00:00:00:09		Saccade
4162824671	SMP	1	687.02	684.41	00:00:00:10		Saccade
4162859089	SMP	1	684.66	681.15	00:00:00:11		Fixation
4162891708	SMP	1	683.96	681.11	00:00:00:12		Fixation
4162924779	SMP	1	681.93	680.01	00:00:00:13		Fixation
4162958139	SMP	1	680.79	679.06	00:00:00:14		Fixation
4162991501	SMP	1	680.98	677.73	00:00:00:14		Fixation
4163024671	SMP	1	681.42	677.35	00:00:00:15		Fixation
4163057938	SMP	1	679.30	676.21	00:00:00:16		Fixation
4163091249	SMP	1	680.07	676.00	00:00:00:17		Fixation
4163157764	SMP	1	682.95	676.72	00:00:00:19		Fixation
4163224435	SMP	1	686.46	676.88	00:00:00:20		Fixation
4163257586	SMP	1	688.58	677.01	00:00:00:21		Fixation
4163290711	SMP	1	689.72	676.12	00:00:00:22		Fixation
4163324689	SMP	1	691.34	676.01	00:00:00:23		Saccade
4163357358	SMP	1	713.66	680.69	00:00:00:23		Saccade
4163390879	SMP	1	721.01	681.97	00:00:01:00		Fixation
4163424095	SMP	1	724.33	681.03	00:00:01:01		Fixation
4163457097	SMP	1	725.97	680.06	00:00:01:02		Fixation
4163491129	SMP	1	726.73	679.69	00:00:01:02		Fixation
4163523752	SMP	1	728.02	680.07	00:00:01:04		Fixation
4163557269	SMP	1	730.77	680.27	00:00:01:04		Fixation
4163590409	SMP	1	732.95	686.36	00:00:01:05		Fixation
4163623416	SMP	1	736.01	690.62	00:00:01:05		Fixation
4163656878	SMP	1	741.18	696.94	00:00:01:06		Fixation
4163690785	SMP	1	746.32	701.61	00:00:01:07		Fixation
4163723681	SMP	1	748.44	709.98	00:00:01:08		Fixation
4163756614	SMP	1	751.29	712.94	00:00:01:09		Fixation
4163789989	SMP	1	752.14	715.07	00:00:01:10		Fixation
4163823172	SMP	1	752.97	718.27	00:00:01:10		Fixation
4163856543	SMP	1	753.95	719.96	00:00:01:11		Fixation
4163889863	SMP	1	754.49	720.82	00:00:01:12		Fixation
4163922970	SMP	1	757.09	720.70	00:00:01:13		Fixation
4163956388	SMP	1	759.76	717.59	00:00:01:14		Blink
4163990029	SMP	1	760.57	713.78	00:00:01:15		Blink
4164024124	SMP	1	755.03	707.67	00:00:01:16		Blink
4164056111	SMP	1	718.92	708.99	00:00:01:16		Blink
4164089957	SMP	1	0.00	0.00	00:00:01:17		Blink
4164122788	SMP	1	1206.69	2571.25	00:00:01:18		Blink
4164156027	SMP	1	977.27	5697.12	00:00:01:19		Blink
4164190618	SMP	1	743.26	667.09	00:00:01:19		Blink
4164222589	SMP	1	743.83	665.77	00:00:01:20		Blink
4164255775	SMP	1	741.87	664.76	00:00:01:21		Blink
4164289127	SMP	1	737.82	664.98	00:00:01:22		Blink
4164322208	SMP	1	734.80	666.14	00:00:01:22		Fixation
4164355574	SMP	1	732.31	668.70	00:00:01:23		Fixation
4164388830	SMP	1	730.99	670.89	00:00:02:00		Fixation
4164422225	SMP	1	729.85	675.00	00:00:02:01		Fixation
4164455562	SMP	1	729.37	678.99	00:00:02:01		Saccade
4164488751	SMP	1	750.12	687.75	00:00:02:02		Saccade
4164521924	SMP	1	746.73	692.18	00:00:02:03		Saccade
4164555650	SMP	1	744.30	690.96	00:00:02:04		Fixation
4164588558	SMP	1	742.27	691.57	00:00:02:05		Fixation
4164622451	SMP	1	740.11	693.08	00:00:02:06		Fixation
4164655076	SMP	1	739.53	691.25	00:00:02:06		Fixation
4164688572	SMP	1	739.49	691.90	00:00:02:07		Fixation
4164722169	SMP	1	740.13	693.21	00:00:02:08		Fixation
4164755534	SMP	1	739.44	694.92	00:00:02:09		Fixation
4164789719	SMP	1	738.14	695.95	00:00:02:10		Fixation
4164822219	SMP	1	737.59	694.59	00:00:02:11		Fixation
4164855476	SMP	1	737.38	695.93	00:00:02:11		Saccade
4164888105	SMP	1	748.77	698.15	00:00:02:12		Saccade
4164921428	SMP	1	758.46	699.77	00:00:02:13		Fixation
4164954939	SMP	1	757.41	699.22	00:00:02:14		Fixation
4164988378	SMP	1	755.95	697.65	00:00:02:15		Fixation
4165021099	SMP	1	755.40	695.94	00:00:02:15		Fixation
4165055153	SMP	1	754.30	692.27	00:00:02:16		Fixation
4165087686	SMP	1	753.60	691.52	00:00:02:17		Fixation
4165121423	SMP	1	753.97	689.80	00:00:02:18		Fixation
4165154462	SMP	1	755.05	687.98	00:00:02:18		Fixation
4165187684	SMP	1	755.35	687.37	00:00:02:20		Saccade
4165221005	SMP	1	787.73	690.48	00:00:02:20		Saccade
4165287219	SMP	1	786.95	687.35	00:00:02:21		Saccade
4165320811	SMP	1	786.81	688.63	00:00:02:22		Blink
4165354060	SMP	1	785.72	690.16	00:00:02:23		Blink
4165387372	SMP	1	785.73	692.66	00:00:03:00		Blink
