## [BeGaze]
## Date:	15.02.2013 14:09:12
## Version:	BeGaze 3.2.28
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	26790
## Reversed:	none
## [Run]
## Description:	Run5
## [Calibration]
## Calibration Type:	n.a.
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, FRAMECOUNTER
##
Time	Type	Trial	B POR X [px]	B POR Y [px]	Frame	Aux1	B Event Info
4351033338	SMP	1	687.49	564.16	00:00:00:00		Fixation
4351065790	SMP	1	687.50	562.98	00:00:00:01		Fixation
4351099135	SMP	1	688.03	562.43	00:00:00:02		Fixation
4351131508	SMP	1	702.70	562.08	00:00:00:03		Fixation
4351165133	SMP	1	704.50	561.36	00:00:00:03		Fixation
4351197375	SMP	1	704.90	561.64	00:00:00:04		Saccade
4351231519	SMP	1	729.56	561.73	00:00:00:05		Saccade
4351264142	SMP	1	728.73	559.13	00:00:00:06		Fixation
4351297373	SMP	1	728.56	559.98	00:00:00:07		Fixation
4351330930	SMP	1	728.57	558.19	00:00:00:08		Fixation
4351365239	SMP	1	727.93	558.05	00:00:00:08		Fixation
4351397188	SMP	1	727.27	555.97	00:00:00:09		Saccade
4351431122	SMP	1	635.46	569.10	00:00:00:10		Saccade
4351463358	SMP	1	615.72	571.52	00:00:00:11		Fixation
4351496930	SMP	1	615.95	570.17	00:00:00:11		Fixation
4351530014	SMP	1	616.05	568.36	00:00:00:12		Fixation
4351563818	SMP	1	614.35	566.04	00:00:00:13		Fixation
4351596793	SMP	1	613.78	563.69	00:00:00:14		Fixation
4351630234	SMP	1	613.32	562.68	00:00:00:15		Fixation
4351664153	SMP	1	615.26	561.40	00:00:00:16		Saccade
4351697496	SMP	1	691.11	563.61	00:00:00:16		Saccade
4351729699	SMP	1	692.31	560.10	00:00:00:17		Fixation
4351763605	SMP	1	692.00	559.45	00:00:00:18		Fixation
4351796341	SMP	1	692.02	558.21	00:00:00:18		Fixation
4351829899	SMP	1	691.19	559.35	00:00:00:19		Fixation
4351864151	SMP	1	691.97	557.15	00:00:00:20		Fixation
4351896297	SMP	1	692.78	556.81	00:00:00:21		Fixation
4351929738	SMP	1	691.14	558.11	00:00:00:22		Fixation
4351962730	SMP	1	691.54	557.73	00:00:00:23		Fixation
4351997230	SMP	1	691.41	559.01	00:00:00:23		Fixation
4352029163	SMP	1	692.19	558.91	00:00:01:00		Fixation
4352062404	SMP	1	691.12	559.27	00:00:01:01		Fixation
4352097058	SMP	1	689.89	558.55	00:00:01:02		Fixation
4352129001	SMP	1	686.13	560.17	00:00:01:03		Saccade
4352162348	SMP	1	521.36	571.40	00:00:01:03		Saccade
4352195486	SMP	1	504.81	583.85	00:00:01:04		Fixation
4352228827	SMP	1	508.66	580.39	00:00:01:05		Fixation
4352262712	SMP	1	511.68	581.04	00:00:01:06		Fixation
4352295430	SMP	1	511.09	580.71	00:00:01:07		Saccade
4352328781	SMP	1	541.64	539.10	00:00:01:07		Saccade
4352362146	SMP	1	546.77	520.80	00:00:01:08		Fixation
4352395341	SMP	1	544.12	522.03	00:00:01:09		Fixation
4352428900	SMP	1	542.66	525.01	00:00:01:10		Fixation
4352461857	SMP	1	540.94	528.38	00:00:01:10		Fixation
4352495917	SMP	1	542.95	533.09	00:00:01:11		Fixation
4352528712	SMP	1	539.07	535.06	00:00:01:12		Fixation
4352561633	SMP	1	540.70	540.66	00:00:01:13		Fixation
4352595419	SMP	1	535.67	542.66	00:00:01:14		Fixation
4352629249	SMP	1	533.75	545.06	00:00:01:14		Fixation
4352662008	SMP	1	530.04	548.17	00:00:01:15		Fixation
4352694771	SMP	1	525.72	549.60	00:00:01:16		Saccade
4352727995	SMP	1	587.23	565.97	00:00:01:17		Saccade
4352761136	SMP	1	588.97	567.95	00:00:01:18		Fixation
4352794825	SMP	1	583.95	566.34	00:00:01:19		Fixation
4352827772	SMP	1	578.88	562.98	00:00:01:19		Fixation
4352860842	SMP	1	577.06	563.88	00:00:01:20		Fixation
4352894440	SMP	1	575.79	564.01	00:00:01:21		Saccade
4352927488	SMP	1	559.13	569.52	00:00:01:22		Saccade
4352961359	SMP	1	557.34	570.93	00:00:01:23		Fixation
4352994438	SMP	1	557.93	569.10	00:00:01:23		Fixation
4353027608	SMP	1	555.71	568.75	00:00:02:00		Fixation
4353060732	SMP	1	555.72	567.79	00:00:02:01		Saccade
4353094183	SMP	1	557.96	584.22	00:00:02:02		Saccade
4353127539	SMP	1	559.91	592.30	00:00:02:03		Fixation
4353161649	SMP	1	559.84	588.51	00:00:02:03		Fixation
4353193599	SMP	1	560.39	587.25	00:00:02:04		Fixation
4353228318	SMP	1	560.48	583.45	00:00:02:05		Fixation
4353260929	SMP	1	558.27	581.27	00:00:02:06		Saccade
4353293709	SMP	1	503.36	561.80	00:00:02:06		Saccade
4353327034	SMP	1	500.89	558.29	00:00:02:07		Fixation
4353361572	SMP	1	504.80	556.47	00:00:02:08		Fixation
4353393811	SMP	1	510.53	554.26	00:00:02:08		Fixation
4353426672	SMP	1	512.70	552.68	00:00:02:09		Saccade
4353459954	SMP	1	504.40	547.27	00:00:02:10		Saccade
4353493439	SMP	1	509.48	546.17	00:00:02:11		Saccade
4353526816	SMP	1	518.95	546.15	00:00:02:12		Fixation
4353561688	SMP	1	518.21	546.21	00:00:02:13		Fixation
4353593758	SMP	1	522.33	545.51	00:00:02:14		Fixation
4353626630	SMP	1	524.62	544.90	00:00:02:14		Fixation
4353659638	SMP	1	528.11	545.00	00:00:02:15		Fixation
4353693245	SMP	1	529.99	543.35	00:00:02:16		Fixation
4353726364	SMP	1	531.97	543.29	00:00:02:17		Saccade
4353759746	SMP	1	534.99	562.17	00:00:02:18		Saccade
4353792706	SMP	1	535.69	559.13	00:00:02:18		Fixation
4353825956	SMP	1	537.41	557.37	00:00:02:19		Fixation
4353860496	SMP	1	537.67	555.24	00:00:02:20		Fixation
4353905946	SMP	1	538.42	554.69	00:00:02:21		Fixation
4353932654	SMP	1	540.27	552.67	00:00:02:22		Fixation
4353959830	SMP	1	539.94	552.05	00:00:02:23		Fixation
4353992674	SMP	1	539.42	551.76	00:00:02:23		Fixation
4354025959	SMP	1	541.06	550.41	00:00:03:00		Fixation
4354059134	SMP	1	540.16	550.01	00:00:03:01		Fixation
4354092242	SMP	1	539.11	549.21	00:00:03:02		Fixation
4354126161	SMP	1	557.47	544.46	00:00:03:02		Saccade
4354158701	SMP	1	605.83	530.25	00:00:03:03		Saccade
4354191948	SMP	1	603.61	528.37	00:00:03:04		Fixation
4354225753	SMP	1	602.43	526.52	00:00:03:04		Fixation
4354258541	SMP	1	599.66	526.61	00:00:03:05		Fixation
4354291827	SMP	1	599.27	525.85	00:00:03:06		Fixation
4354325318	SMP	1	599.27	523.81	00:00:03:07		Fixation
4354358793	SMP	1	598.66	523.35	00:00:03:08		Fixation
4354391902	SMP	1	599.72	522.45	00:00:03:09		Fixation
4354425130	SMP	1	600.77	522.09	00:00:03:09		Fixation
4354458390	SMP	1	600.45	521.17	00:00:03:10		Fixation
4354491734	SMP	1	600.50	520.30	00:00:03:11		Fixation
4354525217	SMP	1	602.87	521.99	00:00:03:12		Fixation
4354558634	SMP	1	604.44	521.42	00:00:03:13		Fixation
4354592173	SMP	1	607.71	523.19	00:00:03:14		Saccade
4354624664	SMP	1	610.65	524.26	00:00:03:14		Saccade
4354658608	SMP	1	617.86	524.89	00:00:03:15		Saccade
4354691583	SMP	1	624.16	527.51	00:00:03:16		Saccade
4354724695	SMP	1	630.49	530.75	00:00:03:17		Fixation
4354758031	SMP	1	634.60	532.91	00:00:03:17		Fixation
4354790939	SMP	1	639.15	536.40	00:00:03:18		Fixation
4354824632	SMP	1	638.63	538.39	00:00:03:19		Fixation
4354857591	SMP	1	636.59	539.34	00:00:03:20		Fixation
4354891027	SMP	1	632.07	540.72	00:00:03:21		Fixation
4354924061	SMP	1	627.73	540.44	00:00:03:22		Fixation
4354957370	SMP	1	624.79	541.87	00:00:03:22		Fixation
4354990950	SMP	1	622.52	544.93	00:00:03:23		Fixation
4355023938	SMP	1	620.59	545.70	00:00:04:00		Fixation
4355057667	SMP	1	617.18	545.25	00:00:04:00		Fixation
4355090364	SMP	1	615.32	545.85	00:00:04:01		Fixation
4355125768	SMP	1	614.33	545.81	00:00:04:02		Fixation
4355157361	SMP	1	584.08	539.23	00:00:04:03		Saccade
4355190180	SMP	1	513.08	525.77	00:00:04:04		Saccade
4355224700	SMP	1	514.49	524.61	00:00:04:05		Saccade
4355257020	SMP	1	517.89	523.62	00:00:04:05		Fixation
4355291196	SMP	1	515.32	523.09	00:00:04:06		Fixation
4355323803	SMP	1	517.35	522.97	00:00:04:07		Fixation
4355356841	SMP	1	517.70	523.26	00:00:04:08		Fixation
4355389885	SMP	1	517.48	522.95	00:00:04:09		Fixation
4355423324	SMP	1	516.98	524.27	00:00:04:10		Fixation
4355456576	SMP	1	507.32	516.12	00:00:04:10		Blink
4355490569	SMP	1	506.13	516.87	00:00:04:11		Blink
4355523235	SMP	1	510.36	515.60	00:00:04:12		Blink
4355556730	SMP	1	510.90	539.00	00:00:04:13		Blink
4355589869	SMP	1	0.00	0.00	00:00:04:13		Blink
4355622996	SMP	1	515.62	585.66	00:00:04:14		Blink
4355656211	SMP	1	515.55	577.37	00:00:04:15		Blink
4355689794	SMP	1	514.35	567.69	00:00:04:16		Blink
4355722818	SMP	1	514.56	570.54	00:00:04:17		Blink
4355756430	SMP	1	515.03	571.04	00:00:04:18		Fixation
4355789155	SMP	1	515.03	570.15	00:00:04:18		Fixation
4355822419	SMP	1	505.41	571.95	00:00:04:19		Fixation
4355855835	SMP	1	497.57	580.49	00:00:04:20		Saccade
4355888913	SMP	1	486.99	601.28	00:00:04:20		Saccade
4355922356	SMP	1	480.77	603.07	00:00:04:21		Fixation
4355956004	SMP	1	481.92	601.00	00:00:04:22		Fixation
4355988928	SMP	1	481.12	601.15	00:00:04:23		Fixation
4356022698	SMP	1	481.59	601.45	00:00:05:00		Saccade
4356055741	SMP	1	558.30	587.50	00:00:05:01		Saccade
4356090437	SMP	1	621.83	573.63	00:00:05:01		Fixation
4356122192	SMP	1	619.74	571.62	00:00:05:02		Fixation
4356157611	SMP	1	619.71	570.59	00:00:05:03		Fixation
4356188669	SMP	1	616.55	568.30	00:00:05:04		Fixation
4356221860	SMP	1	615.01	566.66	00:00:05:05		Saccade
4356255220	SMP	1	616.58	525.91	00:00:05:06		Saccade
4356288575	SMP	1	615.65	523.60	00:00:05:06		Fixation
4356321579	SMP	1	615.15	521.42	00:00:05:07		Fixation
4356355163	SMP	1	614.18	519.39	00:00:05:08		Fixation
4356388761	SMP	1	614.37	520.71	00:00:05:09		Fixation
4356421859	SMP	1	615.41	520.49	00:00:05:09		Saccade
4356454738	SMP	1	619.27	538.08	00:00:05:10		Saccade
4356487882	SMP	1	621.75	546.60	00:00:05:11		Fixation
4356521886	SMP	1	620.52	546.07	00:00:05:12		Fixation
4356554976	SMP	1	620.81	545.65	00:00:05:12		Fixation
4356587822	SMP	1	622.90	545.23	00:00:05:13		Fixation
4356621477	SMP	1	624.11	545.67	00:00:05:14		Fixation
4356655042	SMP	1	624.15	545.07	00:00:05:15		Fixation
4356687740	SMP	1	625.74	547.36	00:00:05:16		Saccade
4356721125	SMP	1	627.68	549.98	00:00:05:16		Saccade
4356754276	SMP	1	639.81	580.90	00:00:05:17		Saccade
4356787493	SMP	1	640.73	581.96	00:00:05:18		Fixation
4356820716	SMP	1	643.58	582.52	00:00:05:19		Fixation
4356854378	SMP	1	647.43	585.48	00:00:05:20		Fixation
4356887493	SMP	1	651.69	587.04	00:00:05:21		Fixation
4356920717	SMP	1	653.82	590.28	00:00:05:21		Saccade
4356953859	SMP	1	647.39	629.17	00:00:05:22		Saccade
4356987238	SMP	1	648.84	627.35	00:00:05:23		Fixation
4357021113	SMP	1	648.69	624.56	00:00:06:00		Fixation
4357053718	SMP	1	648.98	623.06	00:00:06:00		Fixation
4357087551	SMP	1	645.85	621.42	00:00:06:01		Fixation
4357122475	SMP	1	644.33	619.62	00:00:06:02		Fixation
4357153545	SMP	1	642.18	620.63	00:00:06:03		Fixation
4357187763	SMP	1	641.84	621.83	00:00:06:04		Saccade
4357220546	SMP	1	639.16	646.65	00:00:06:05		Saccade
4357254048	SMP	1	638.85	645.62	00:00:06:06		Fixation
4357288906	SMP	1	638.71	643.22	00:00:06:06		Fixation
4357319890	SMP	1	640.35	644.31	00:00:06:07		Fixation
4357353664	SMP	1	640.64	647.18	00:00:06:08		Fixation
4357386741	SMP	1	638.54	650.42	00:00:06:08		Blink
4357419877	SMP	1	640.09	650.52	00:00:06:09		Blink
4357453255	SMP	1	639.64	648.09	00:00:06:10		Blink
4357487970	SMP	1	635.30	579.84	00:00:06:11		Blink
4357519647	SMP	1	674.90	586.88	00:00:06:12		Blink
4357553093	SMP	1	618.85	528.41	00:00:06:12		Blink
4357586200	SMP	1	614.20	503.19	00:00:06:13		Blink
4357619479	SMP	1	613.26	508.83	00:00:06:14		Blink
4357652784	SMP	1	613.17	510.76	00:00:06:15		Blink
4357686446	SMP	1	613.12	512.08	00:00:06:16		Fixation
4357719350	SMP	1	613.62	513.12	00:00:06:17		Fixation
4357752592	SMP	1	612.70	514.20	00:00:06:17		Fixation
4357785690	SMP	1	624.15	519.70	00:00:06:18		Fixation
4357819639	SMP	1	633.41	528.40	00:00:06:19		Fixation
4357852915	SMP	1	630.28	525.87	00:00:06:20		Fixation
4357885788	SMP	1	629.05	524.80	00:00:06:20		Fixation
4357918778	SMP	1	626.73	525.15	00:00:06:22		Saccade
4357952659	SMP	1	638.42	533.19	00:00:06:22		Saccade
4357985643	SMP	1	635.05	531.81	00:00:06:23		Fixation
4358018784	SMP	1	636.69	530.15	00:00:07:00		Fixation
4358053070	SMP	1	636.86	530.59	00:00:07:01		Fixation
4358085155	SMP	1	640.34	532.02	00:00:07:01		Fixation
4358118726	SMP	1	642.22	531.07	00:00:07:02		Fixation
4358151954	SMP	1	646.28	533.28	00:00:07:03		Saccade
4358185117	SMP	1	647.16	564.12	00:00:07:04		Saccade
4358218426	SMP	1	644.02	563.23	00:00:07:05		Fixation
4358251946	SMP	1	642.17	562.65	00:00:07:05		Fixation
4358285263	SMP	1	640.86	560.75	00:00:07:06		Fixation
4358318132	SMP	1	638.94	561.78	00:00:07:07		Fixation
4358351547	SMP	1	642.30	569.17	00:00:07:08		Saccade
4358384735	SMP	1	646.11	579.29	00:00:07:08		Saccade
4358418103	SMP	1	645.69	580.41	00:00:07:09		Fixation
4358451399	SMP	1	642.28	578.71	00:00:07:10		Fixation
4358484796	SMP	1	639.56	578.74	00:00:07:11		Fixation
4358518544	SMP	1	636.06	575.69	00:00:07:12		Saccade
4358551314	SMP	1	627.80	592.60	00:00:07:12		Saccade
4358584504	SMP	1	623.34	592.65	00:00:07:13		Fixation
4358618286	SMP	1	617.73	590.66	00:00:07:14		Fixation
4358650960	SMP	1	615.57	546.12	00:00:07:15		Fixation
4358685148	SMP	1	614.75	526.86	00:00:07:16		Fixation
4358751499	SMP	1	610.04	523.26	00:00:07:18		Fixation
4358784217	SMP	1	609.75	519.89	00:00:07:18		Saccade
4358817514	SMP	1	604.40	505.80	00:00:07:19		Saccade
4358851121	SMP	1	605.46	505.35	00:00:07:20		Saccade
4358884361	SMP	1	603.40	504.93	00:00:07:21		Fixation
4358917830	SMP	1	603.42	503.83	00:00:07:21		Fixation
4358950560	SMP	1	603.64	503.37	00:00:07:22		Fixation
4358983534	SMP	1	604.17	501.86	00:00:07:23		Fixation
4359016780	SMP	1	603.43	502.01	00:00:08:00		Fixation
4359050184	SMP	1	602.32	500.65	00:00:08:00		Fixation
4359083876	SMP	1	601.24	497.61	00:00:08:01		Fixation
