## [BeGaze]
## Date:	15.02.2013 14:09:12
## Version:	BeGaze 3.2.28
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	26809
## Reversed:	none
## [Run]
## Description:	Run6
## [Calibration]
## Calibration Type:	n.a.
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, FRAMECOUNTER
##
Time	Type	Trial	B POR X [px]	B POR Y [px]	Frame	Aux1	B Event Info
5326060788	SMP	1	545.06	603.94	00:00:00:00		Fixation
5326092162	SMP	1	541.94	602.35	00:00:00:01		Fixation
5326129107	SMP	1	536.72	598.29	00:00:00:02		Fixation
5326161031	SMP	1	552.43	602.55	00:00:00:03		Saccade
5326192956	SMP	1	739.73	675.49	00:00:00:03		Saccade
5326225954	SMP	1	736.96	675.87	00:00:00:04		Saccade
5326258498	SMP	1	725.32	666.50	00:00:00:05		Fixation
5326291937	SMP	1	716.72	659.72	00:00:00:05		Fixation
5326327089	SMP	1	709.28	655.76	00:00:00:06		Fixation
5326358774	SMP	1	703.09	654.41	00:00:00:07		Fixation
5326391813	SMP	1	696.43	644.68	00:00:00:08		Saccade
5326424946	SMP	1	646.67	646.51	00:00:00:09		Saccade
5326458567	SMP	1	643.78	638.67	00:00:00:10		Fixation
5326491517	SMP	1	647.89	632.05	00:00:00:11		Fixation
5326527541	SMP	1	652.68	628.71	00:00:00:12		Fixation
5326558032	SMP	1	657.06	622.50	00:00:00:12		Fixation
5326591267	SMP	1	662.26	621.24	00:00:00:13		Fixation
5326625104	SMP	1	668.64	622.32	00:00:00:14		Fixation
5326658108	SMP	1	673.43	621.31	00:00:00:14		Saccade
5326691008	SMP	1	673.34	546.18	00:00:00:15		Saccade
5326724997	SMP	1	678.33	537.50	00:00:00:16		Fixation
5326759403	SMP	1	680.00	534.64	00:00:00:17		Fixation
5326792178	SMP	1	676.25	531.42	00:00:00:18		Fixation
5326824607	SMP	1	667.09	529.06	00:00:00:18		Saccade
5326857812	SMP	1	665.01	519.03	00:00:00:19		Saccade
5326893159	SMP	1	660.71	516.94	00:00:00:20		Saccade
5326924753	SMP	1	653.57	519.19	00:00:00:21		Fixation
5326958255	SMP	1	651.05	523.07	00:00:00:22		Fixation
5326990807	SMP	1	651.06	526.30	00:00:00:23		Fixation
5327024175	SMP	1	654.26	529.89	00:00:00:23		Fixation
5327057062	SMP	1	658.50	533.63	00:00:01:00		Fixation
5327090482	SMP	1	662.37	536.21	00:00:01:01		Fixation
5327123642	SMP	1	576.47	555.05	00:00:01:01		Saccade
5327157220	SMP	1	480.02	564.24	00:00:01:02		Saccade
5327191893	SMP	1	487.90	560.42	00:00:01:03		Saccade
5327223579	SMP	1	493.26	556.59	00:00:01:04		Fixation
5327256704	SMP	1	496.23	554.21	00:00:01:05		Fixation
5327290560	SMP	1	499.10	552.72	00:00:01:06		Fixation
5327356597	SMP	1	507.37	552.08	00:00:01:07		Saccade
5327389772	SMP	1	551.74	558.94	00:00:01:08		Saccade
5327423030	SMP	1	560.54	561.64	00:00:01:09		Fixation
5327456237	SMP	1	562.11	566.63	00:00:01:10		Fixation
5327489825	SMP	1	559.42	568.98	00:00:01:10		Fixation
5327523007	SMP	1	595.71	582.16	00:00:01:11		Blink
5327556793	SMP	1	851.42	607.05	00:00:01:12		Blink
5327589365	SMP	1	800.62	648.13	00:00:01:13		Blink
5327623004	SMP	1	768.55	643.40	00:00:01:14		Fixation
5327656030	SMP	1	740.61	642.31	00:00:01:14		Fixation
5327689493	SMP	1	714.72	643.52	00:00:01:15		Fixation
5327723763	SMP	1	698.22	646.70	00:00:01:16		Fixation
5327756561	SMP	1	687.75	645.68	00:00:01:17		Fixation
5327789667	SMP	1	684.97	646.17	00:00:01:18		Fixation
5327822524	SMP	1	687.35	645.47	00:00:01:19		Fixation
5327855633	SMP	1	646.38	667.34	00:00:01:19		Saccade
