## [BeGaze]
## Date:	15.02.2013 14:09:12
## Version:	BeGaze 3.2.28
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	27250
## Reversed:	none
## [Run]
## Description:	Run4
## [Calibration]
## Calibration Type:	n.a.
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, FRAMECOUNTER
##
Time	Type	Trial	B POR X [px]	B POR Y [px]	Frame	Aux1	B Event Info
3337870025	SMP	1	517.39	656.06	00:00:00:00		Blink
3337903202	SMP	1	519.87	654.68	00:00:00:01		Blink
3337936409	SMP	1	519.62	650.82	00:00:00:02		Blink
3337969645	SMP	1	521.12	654.52	00:00:00:02		Blink
3338002849	SMP	1	637.37	727.75	00:00:00:03		Blink
3338036047	SMP	1	975.61	585.36	00:00:00:04		Blink
3338070045	SMP	1	825.08	774.36	00:00:00:05		Blink
3338102733	SMP	1	822.43	756.60	00:00:00:06		Blink
3338135921	SMP	1	815.35	760.94	00:00:00:07		Blink
3338169657	SMP	1	0.00	0.00	00:00:00:08		Blink
3338203222	SMP	1	0.00	0.00	00:00:00:08		Blink
3338236180	SMP	1	605.96	578.04	00:00:00:09		Blink
3338269825	SMP	1	621.08	573.09	00:00:00:10		Blink
3338302371	SMP	1	630.22	563.99	00:00:00:11		Blink
3338335553	SMP	1	641.00	565.48	00:00:00:11		Blink
3338369306	SMP	1	653.93	568.19	00:00:00:12		Saccade
3338402469	SMP	1	668.72	572.33	00:00:00:13		Saccade
3338435696	SMP	1	679.41	577.05	00:00:00:14		Fixation
3338468794	SMP	1	688.68	581.97	00:00:00:15		Fixation
3338501961	SMP	1	694.89	586.90	00:00:00:16		Saccade
3338535943	SMP	1	774.95	559.75	00:00:00:17		Saccade
3338568733	SMP	1	787.96	559.85	00:00:00:17		Fixation
3338603085	SMP	1	788.75	562.57	00:00:00:18		Fixation
3338635188	SMP	1	789.41	567.12	00:00:00:19		Fixation
3338669157	SMP	1	790.64	568.95	00:00:00:19		Fixation
3338701464	SMP	1	791.11	571.50	00:00:00:20		Saccade
3338734971	SMP	1	659.42	634.42	00:00:00:21		Saccade
3338768812	SMP	1	570.39	653.15	00:00:00:22		Fixation
3338801455	SMP	1	560.81	645.10	00:00:00:22		Fixation
3338834598	SMP	1	547.43	641.75	00:00:00:23		Fixation
3338868034	SMP	1	528.12	638.59	00:00:01:00		Fixation
3338902903	SMP	1	508.14	637.45	00:00:01:01		Fixation
3338934585	SMP	1	490.86	632.63	00:00:01:02		Fixation
3338968475	SMP	1	477.28	631.47	00:00:01:03		Fixation
3339006219	SMP	1	486.80	635.93	00:00:01:04		Saccade
3339035919	SMP	1	577.81	671.99	00:00:01:04		Saccade
3339068615	SMP	1	577.07	662.57	00:00:01:05		Fixation
3339101010	SMP	1	579.14	656.71	00:00:01:06		Fixation
3339134774	SMP	1	581.43	660.42	00:00:01:07		Fixation
3339168253	SMP	1	584.14	658.78	00:00:01:07		Saccade
3339200951	SMP	1	585.44	649.64	00:00:01:08		Saccade
3339234353	SMP	1	588.24	648.94	00:00:01:09		Saccade
3339268833	SMP	1	630.45	748.95	00:00:01:10		Saccade
3339301024	SMP	1	640.94	789.16	00:00:01:11		Fixation
3339333721	SMP	1	645.78	786.71	00:00:01:12		Fixation
3339367781	SMP	1	648.84	779.40	00:00:01:13		Fixation
3339401746	SMP	1	650.58	770.64	00:00:01:13		Fixation
3339433668	SMP	1	654.58	769.08	00:00:01:14		Fixation
3339467218	SMP	1	655.94	763.11	00:00:01:15		Fixation
3339500066	SMP	1	624.36	793.06	00:00:01:16		Saccade
3339534038	SMP	1	566.24	806.89	00:00:01:16		Saccade
3339566773	SMP	1	570.93	798.75	00:00:01:17		Fixation
3339599953	SMP	1	573.97	793.12	00:00:01:18		Fixation
3339633449	SMP	1	576.88	784.36	00:00:01:18		Fixation
3339666501	SMP	1	582.61	779.62	00:00:01:19		Saccade
3339700556	SMP	1	555.85	780.94	00:00:01:20		Saccade
3339756996	SMP	1	536.03	774.86	00:00:01:21		Saccade
3339768577	SMP	1	539.27	771.78	00:00:01:22		-
3339849930	SMP	1	546.41	763.41	00:00:02:00		Saccade
3339872614	SMP	1	506.50	772.57	00:00:02:01		Saccade
3339900690	SMP	1	488.03	778.91	00:00:02:01		Fixation
3339932889	SMP	1	494.32	766.77	00:00:02:02		Fixation
3339970275	SMP	1	498.75	765.17	00:00:02:03		Fixation
3340032734	SMP	1	507.77	756.47	00:00:02:04		Fixation
3340065976	SMP	1	508.62	755.93	00:00:02:05		Fixation
3340100236	SMP	1	507.85	759.51	00:00:02:06		Saccade
3340137050	SMP	1	509.15	735.51	00:00:02:07		Saccade
3340170378	SMP	1	510.79	738.59	00:00:02:08		Saccade
3340233212	SMP	1	516.64	763.08	00:00:02:09		Fixation
3340265771	SMP	1	520.76	758.57	00:00:02:10		Fixation
3340299006	SMP	1	522.72	754.96	00:00:02:11		Fixation
3340333206	SMP	1	523.19	760.72	00:00:02:12		Fixation
3340365801	SMP	1	523.83	760.09	00:00:02:12		Fixation
3340399067	SMP	1	524.43	760.98	00:00:02:13		Fixation
3340432164	SMP	1	525.37	758.62	00:00:02:14		Saccade
3340465536	SMP	1	522.18	764.32	00:00:02:14		Saccade
3340498462	SMP	1	518.91	764.13	00:00:02:15		Fixation
3340531798	SMP	1	521.28	759.76	00:00:02:16		Fixation
3340565273	SMP	1	519.18	759.89	00:00:02:17		Fixation
3340598224	SMP	1	518.66	757.73	00:00:02:18		Saccade
3340631563	SMP	1	517.55	765.73	00:00:02:19		Saccade
3340665408	SMP	1	514.10	768.16	00:00:02:20		Saccade
3340699399	SMP	1	520.26	766.68	00:00:02:20		Fixation
3340731828	SMP	1	522.02	766.87	00:00:02:21		Fixation
3340765566	SMP	1	525.72	767.24	00:00:02:22		Fixation
3340798564	SMP	1	526.95	764.75	00:00:02:23		Fixation
3340831255	SMP	1	528.23	768.23	00:00:02:23		Fixation
3340864766	SMP	1	531.84	767.78	00:00:03:00		Fixation
3340897730	SMP	1	534.80	770.75	00:00:03:01		Saccade
3340931680	SMP	1	527.65	764.45	00:00:03:02		Saccade
3340965025	SMP	1	530.12	761.03	00:00:03:03		Blink
3340997880	SMP	1	528.57	763.26	00:00:03:04		Blink
3341032085	SMP	1	529.69	762.67	00:00:03:05		Blink
3341064350	SMP	1	533.87	759.97	00:00:03:05		Blink
3341097773	SMP	1	610.44	756.22	00:00:03:06		Blink
3341130662	SMP	1	679.95	749.01	00:00:03:07		Blink
3341164136	SMP	1	686.30	765.50	00:00:03:08		Blink
3341197285	SMP	1	687.17	760.17	00:00:03:08		Blink
3341230586	SMP	1	717.84	701.97	00:00:03:09		Blink
3341264373	SMP	1	0.00	0.00	00:00:03:10		Blink
3341297503	SMP	1	747.50	483.72	00:00:03:10		Blink
3341330300	SMP	1	741.51	468.08	00:00:03:11		Blink
3341364863	SMP	1	746.31	483.81	00:00:03:12		Blink
3341397246	SMP	1	748.09	496.28	00:00:03:13		Blink
3341430480	SMP	1	748.92	504.04	00:00:03:14		Saccade
3341464624	SMP	1	748.50	513.61	00:00:03:15		Saccade
3341497181	SMP	1	751.57	517.83	00:00:03:15		Saccade
3341531191	SMP	1	797.83	493.37	00:00:03:16		Fixation
3341563606	SMP	1	794.89	498.41	00:00:03:17		Fixation
3341596743	SMP	1	790.25	500.01	00:00:03:18		Fixation
3341629844	SMP	1	784.40	500.70	00:00:03:19		Fixation
3341663159	SMP	1	777.84	501.23	00:00:03:19		Saccade
3341696365	SMP	1	767.55	497.98	00:00:03:20		Saccade
3341729861	SMP	1	758.31	499.36	00:00:03:21		Fixation
3341762978	SMP	1	748.79	499.10	00:00:03:22		Fixation
