## [BeGaze]
## Date:	15.02.2013 14:09:12
## Version:	BeGaze 3.2.28
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	26279
## Reversed:	none
## [Run]
## Description:	Run4
## [Calibration]
## Calibration Type:	n.a.
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, FRAMECOUNTER
##
Time	Type	Trial	B POR X [px]	B POR Y [px]	Frame	Aux1	B Event Info
3239931742	SMP	1	431.42	417.68	00:00:00:00		Fixation
3239996287	SMP	1	433.36	422.94	00:00:00:02		Fixation
3240029144	SMP	1	478.34	451.22	00:00:00:02		Fixation
3240062314	SMP	1	622.14	585.90	00:00:00:03		Saccade
3240095902	SMP	1	699.71	798.38	00:00:00:04		Saccade
3240129545	SMP	1	677.30	892.58	00:00:00:04		Fixation
3240162239	SMP	1	677.39	867.04	00:00:00:05		Fixation
3240195685	SMP	1	677.25	848.98	00:00:00:06		Blink
3240228983	SMP	1	675.36	835.57	00:00:00:07		Blink
3240265902	SMP	1	660.36	836.79	00:00:00:07		Blink
3240295843	SMP	1	661.14	849.76	00:00:00:09		Blink
3240329055	SMP	1	729.25	859.62	00:00:00:10		Blink
3240361894	SMP	1	816.55	866.68	00:00:00:10		Blink
3240395752	SMP	1	812.28	863.15	00:00:00:11		Blink
3240462157	SMP	1	804.77	855.81	00:00:00:13		Blink
3240494919	SMP	1	796.79	847.47	00:00:00:14		Fixation
3240528632	SMP	1	786.80	841.58	00:00:00:14		Fixation
3240561580	SMP	1	778.60	836.24	00:00:00:15		Fixation
3240595784	SMP	1	770.44	833.87	00:00:00:16		Saccade
3240628669	SMP	1	756.85	852.30	00:00:00:17		Saccade
3240662233	SMP	1	750.47	850.67	00:00:00:18		Fixation
3240694771	SMP	1	750.88	844.17	00:00:00:18		Fixation
3240727987	SMP	1	748.46	837.70	00:00:00:19		Fixation
3240761587	SMP	1	748.65	832.81	00:00:00:20		Fixation
3240794886	SMP	1	750.16	829.16	00:00:00:21		Fixation
3240827759	SMP	1	748.56	814.24	00:00:00:22		Saccade
3240861278	SMP	1	749.78	797.32	00:00:00:22		Saccade
3240894406	SMP	1	752.68	792.70	00:00:00:23		Saccade
3240927837	SMP	1	759.05	789.38	00:00:01:00		Fixation
3240961359	SMP	1	762.27	784.60	00:00:01:00		Fixation
