## [BeGaze]
## Date:	15.02.2013 14:09:12
## Version:	BeGaze 3.2.28
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	26024
## Reversed:	none
## [Run]
## Description:	Run6
## [Calibration]
## Calibration Type:	n.a.
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, FRAMECOUNTER
##
Time	Type	Trial	B POR X [px]	B POR Y [px]	Frame	Aux1	B Event Info
8872221801	SMP	1	868.24	634.43	00:00:00:00		Blink
8872253987	SMP	1	859.70	615.65	00:00:00:02		Blink
8872318733	SMP	1	884.44	577.66	00:00:00:04		Blink
8872384689	SMP	1	877.90	581.18	00:00:00:05		Blink
8872417810	SMP	1	833.41	580.05	00:00:00:06		Blink
8872451417	SMP	1	827.17	587.48	00:00:00:07		Blink
8872485322	SMP	1	898.36	544.39	00:00:00:07		Blink
8872518846	SMP	1	927.52	563.29	00:00:00:08		Blink
8872551113	SMP	1	922.31	595.03	00:00:00:09		Fixation
8872584322	SMP	1	924.43	599.02	00:00:00:10		Fixation
8872618141	SMP	1	930.68	586.12	00:00:00:11		Fixation
8872650944	SMP	1	937.40	574.58	00:00:00:11		Saccade
8872683893	SMP	1	922.80	597.78	00:00:00:12		Saccade
8872717761	SMP	1	920.09	593.18	00:00:00:13		Fixation
8872750734	SMP	1	917.16	591.79	00:00:00:14		Fixation
8872784209	SMP	1	905.62	600.97	00:00:00:15		Fixation
8872817170	SMP	1	903.21	599.59	00:00:00:15		Fixation
8872884286	SMP	1	883.09	607.86	00:00:00:17		Blink
8872917332	SMP	1	823.51	740.12	00:00:00:18		Blink
8872983652	SMP	1	749.87	840.38	00:00:00:19		Blink
8873017749	SMP	1	0.00	0.00	00:00:00:20		Blink
8873050456	SMP	1	773.94	786.97	00:00:00:21		Blink
8873083551	SMP	1	763.41	788.37	00:00:00:22		Blink
8873116557	SMP	1	774.96	733.55	00:00:00:23		Blink
8873150027	SMP	1	740.24	781.20	00:00:01:00		Blink
8873184067	SMP	1	723.63	789.90	00:00:01:00		Blink
8873216491	SMP	1	673.84	884.27	00:00:01:01		Blink
8873250199	SMP	1	675.26	882.74	00:00:01:02		Blink
8873283415	SMP	1	677.03	880.30	00:00:01:03		Blink
8873316238	SMP	1	709.36	788.45	00:00:01:03		Blink
8873350148	SMP	1	709.97	792.18	00:00:01:04		Blink
8873382906	SMP	1	710.84	794.55	00:00:01:05		Blink
8873416976	SMP	1	802.97	873.12	00:00:01:06		Blink
8873449555	SMP	1	858.14	950.49	00:00:01:07		Blink
8873482968	SMP	1	854.95	938.31	00:00:01:07		Blink
8873516054	SMP	1	850.85	937.08	00:00:01:08		Blink
8873549279	SMP	1	850.75	936.73	00:00:01:09		Blink
8873582658	SMP	1	909.16	932.17	00:00:01:10		Blink
8873615824	SMP	1	963.05	871.72	00:00:01:10		Blink
8873649121	SMP	1	949.96	937.25	00:00:01:11		Blink
8873682681	SMP	1	946.78	933.31	00:00:01:11		Blink
8873715768	SMP	1	947.21	933.14	00:00:01:13		Blink
8873765920	SMP	1	945.30	930.28	00:00:01:14		-
8873816256	SMP	1	939.30	899.58	00:00:01:15		Saccade
8873849132	SMP	1	765.67	709.38	00:00:01:16		Saccade
8873882355	SMP	1	744.63	700.79	00:00:01:17		Saccade
8873916347	SMP	1	773.52	687.64	00:00:01:18		Fixation
8873949064	SMP	1	772.21	700.24	00:00:01:19		Fixation
8873982259	SMP	1	776.18	697.95	00:00:01:19		Fixation
8874015108	SMP	1	771.66	703.84	00:00:01:20		Fixation
8874048576	SMP	1	777.07	707.61	00:00:01:21		Fixation
8874082260	SMP	1	787.56	711.02	00:00:01:22		Saccade
8874114977	SMP	1	933.34	733.14	00:00:01:23		Saccade
8874149540	SMP	1	954.22	751.48	00:00:01:23		Saccade
8874181457	SMP	1	962.52	737.52	00:00:02:00		Fixation
8874214933	SMP	1	960.91	737.16	00:00:02:01		Fixation
8874248238	SMP	1	958.00	737.61	00:00:02:02		Fixation
8874281460	SMP	1	957.62	737.45	00:00:02:03		Fixation
8874314679	SMP	1	956.91	737.20	00:00:02:03		Saccade
8874348505	SMP	1	991.06	740.04	00:00:02:04		Saccade
8874381380	SMP	1	1007.39	748.04	00:00:02:05		Saccade
8874414833	SMP	1	1002.64	753.48	00:00:02:06		-
8874447744	SMP	1	1008.78	741.82	00:00:02:06		Saccade
8874481008	SMP	1	763.96	769.11	00:00:02:07		Saccade
8874514446	SMP	1	724.71	789.31	00:00:02:07		Fixation
8874547603	SMP	1	729.34	789.92	00:00:02:09		Fixation
8874580916	SMP	1	733.61	790.50	00:00:02:09		Fixation
8874614476	SMP	1	733.60	790.99	00:00:02:10		Fixation
8874647567	SMP	1	736.41	789.23	00:00:02:11		Fixation
8874680904	SMP	1	736.96	792.74	00:00:02:12		Fixation
8874714262	SMP	1	738.19	797.79	00:00:02:13		Saccade
8874747202	SMP	1	850.58	822.48	00:00:02:14		Saccade
8874780508	SMP	1	1114.00	854.04	00:00:02:15		Saccade
8874813809	SMP	1	1090.45	826.10	00:00:02:15		Saccade
8874847001	SMP	1	1098.61	834.23	00:00:02:16		Fixation
8874880732	SMP	1	1097.13	830.95	00:00:02:17		Fixation
8874913825	SMP	1	1095.20	835.81	00:00:02:18		Fixation
8874947163	SMP	1	1090.29	834.76	00:00:02:19		Saccade
8874980189	SMP	1	1087.51	820.68	00:00:02:19		Saccade
8875013553	SMP	1	1087.98	809.45	00:00:02:20		Saccade
8875046865	SMP	1	1089.96	822.54	00:00:02:21		Fixation
8875080278	SMP	1	1079.92	813.67	00:00:02:22		Fixation
8875113914	SMP	1	1065.83	813.37	00:00:02:23		Fixation
8875146513	SMP	1	1061.44	817.43	00:00:02:23		Fixation
8875179631	SMP	1	1063.97	808.44	00:00:03:00		Fixation
8875217400	SMP	1	1066.61	809.22	00:00:03:01		Fixation
