## [BeGaze]
## Date:	15.02.2013 14:09:12
## Version:	BeGaze 3.2.28
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	26924
## Reversed:	none
## [Run]
## Description:	Run1
## [Calibration]
## Calibration Type:	n.a.
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, FRAMECOUNTER
##
Time	Type	Trial	B POR X [px]	B POR Y [px]	Frame	Aux1	B Event Info
232023747	SMP	1	678.07	781.61	00:00:00:00		-
232058054	SMP	1	675.78	780.38	00:00:00:01		Saccade
232090433	SMP	1	633.76	781.24	00:00:00:02		Saccade
232157213	SMP	1	628.12	780.63	00:00:00:04		Fixation
232190324	SMP	1	629.73	782.47	00:00:00:05		Fixation
232223404	SMP	1	631.16	782.31	00:00:00:05		Fixation
232257288	SMP	1	628.42	779.30	00:00:00:06		Fixation
232291008	SMP	1	628.45	780.14	00:00:00:07		Fixation
232323688	SMP	1	629.18	780.22	00:00:00:08		Fixation
232356783	SMP	1	630.48	778.52	00:00:00:09		Saccade
232390391	SMP	1	623.82	778.11	00:00:00:10		Saccade
232423393	SMP	1	629.51	779.31	00:00:00:11		Saccade
232457488	SMP	1	623.04	779.64	00:00:00:11		Saccade
232489547	SMP	1	587.29	786.54	00:00:00:12		Saccade
232523022	SMP	1	592.33	783.12	00:00:00:13		Fixation
232556310	SMP	1	591.12	785.23	00:00:00:14		Fixation
232589529	SMP	1	595.77	783.65	00:00:00:14		Fixation
232622936	SMP	1	599.16	784.85	00:00:00:15		Fixation
232657251	SMP	1	600.10	783.28	00:00:00:16		Fixation
232689385	SMP	1	605.70	783.54	00:00:00:17		Fixation
232723063	SMP	1	573.74	788.19	00:00:00:17		Saccade
232756008	SMP	1	527.19	786.19	00:00:00:18		Saccade
232789259	SMP	1	533.82	786.35	00:00:00:19		Fixation
232822289	SMP	1	537.48	791.38	00:00:00:20		Fixation
232855834	SMP	1	538.98	796.21	00:00:00:20		Fixation
232889050	SMP	1	540.04	805.57	00:00:00:21		Fixation
232922649	SMP	1	541.41	810.40	00:00:00:22		Fixation
232955909	SMP	1	538.14	821.28	00:00:00:23		Saccade
232988786	SMP	1	535.87	834.70	00:00:01:00		Saccade
233056197	SMP	1	532.27	835.44	00:00:01:01		Fixation
233088682	SMP	1	537.29	832.45	00:00:01:02		Fixation
233122058	SMP	1	544.69	828.59	00:00:01:03		Fixation
233155904	SMP	1	554.78	826.55	00:00:01:04		Fixation
233189205	SMP	1	564.16	820.43	00:00:01:05		Saccade
233221718	SMP	1	577.28	816.27	00:00:01:05		Saccade
233255252	SMP	1	588.36	813.68	00:00:01:07		Fixation
233289125	SMP	1	594.80	813.59	00:00:01:07		Fixation
233321816	SMP	1	593.20	813.09	00:00:01:08		Fixation
233354957	SMP	1	597.47	806.51	00:00:01:09		Fixation
233388185	SMP	1	601.00	808.08	00:00:01:10		Fixation
233421417	SMP	1	602.53	805.59	00:00:01:10		Fixation
233454794	SMP	1	606.17	804.12	00:00:01:11		Fixation
233488499	SMP	1	595.83	804.89	00:00:01:12		Fixation
233521508	SMP	1	598.24	801.02	00:00:01:13		Fixation
233554381	SMP	1	594.45	799.29	00:00:01:13		Fixation
233588478	SMP	1	595.53	800.29	00:00:01:15		Saccade
233621357	SMP	1	599.21	789.78	00:00:01:15		Saccade
233654328	SMP	1	605.83	783.87	00:00:01:16		Fixation
233687638	SMP	1	619.92	783.69	00:00:01:16		Fixation
233720866	SMP	1	632.10	782.45	00:00:01:17		Saccade
233754300	SMP	1	666.70	767.45	00:00:01:18		Saccade
233820957	SMP	1	659.12	762.17	00:00:01:20		Fixation
233853898	SMP	1	651.25	759.20	00:00:01:21		Fixation
233887294	SMP	1	647.44	753.05	00:00:01:21		Fixation
233920877	SMP	1	642.47	753.82	00:00:01:22		Fixation
233954199	SMP	1	645.38	746.62	00:00:01:23		Fixation
233987122	SMP	1	641.85	745.08	00:00:02:00		Fixation
234020956	SMP	1	645.66	747.18	00:00:02:00		Fixation
234053681	SMP	1	643.75	747.79	00:00:02:02		Fixation
234087893	SMP	1	635.93	746.92	00:00:02:03		Blink
234121183	SMP	1	638.84	748.96	00:00:02:03		Blink
234153532	SMP	1	629.65	744.46	00:00:02:04		Blink
234186853	SMP	1	624.88	739.80	00:00:02:05		Blink
234220087	SMP	1	684.68	736.03	00:00:02:06		Blink
234253699	SMP	1	730.39	721.87	00:00:02:06		Blink
234286573	SMP	1	715.89	717.90	00:00:02:07		Blink
234320115	SMP	1	693.86	712.83	00:00:02:08		Blink
234354264	SMP	1	676.33	710.87	00:00:02:09		Blink
234386404	SMP	1	660.83	711.31	00:00:02:09		Blink
234419584	SMP	1	648.53	713.19	00:00:02:10		Fixation
234452990	SMP	1	643.65	715.19	00:00:02:11		Fixation
234486615	SMP	1	639.03	714.66	00:00:02:12		Fixation
234519477	SMP	1	637.72	719.03	00:00:02:12		Fixation
234552760	SMP	1	642.88	725.77	00:00:02:13		Fixation
234586117	SMP	1	629.35	695.74	00:00:02:14		Saccade
234620034	SMP	1	624.24	639.40	00:00:02:15		Saccade
234658428	SMP	1	626.14	638.10	00:00:02:16		Saccade
234686092	SMP	1	634.48	632.25	00:00:02:17		Fixation
234719521	SMP	1	637.48	631.59	00:00:02:17		Fixation
234752882	SMP	1	636.84	634.56	00:00:02:18		Fixation
234785957	SMP	1	642.80	635.42	00:00:02:19		Saccade
234819233	SMP	1	650.12	633.19	00:00:02:20		Saccade
234852559	SMP	1	651.34	636.95	00:00:02:20		Fixation
234885611	SMP	1	654.68	642.79	00:00:02:21		Fixation
234919001	SMP	1	656.13	646.78	00:00:02:23		Saccade
234953521	SMP	1	660.38	657.93	00:00:02:23		Saccade
234985449	SMP	1	663.27	662.01	00:00:03:00		Saccade
235019088	SMP	1	663.46	666.53	00:00:03:01		Fixation
235051941	SMP	1	662.20	666.55	00:00:03:02		Fixation
235085192	SMP	1	660.82	665.81	00:00:03:02		Fixation
235118736	SMP	1	666.46	668.09	00:00:03:03		Blink
235151602	SMP	1	745.35	772.14	00:00:03:04		Blink
235185183	SMP	1	788.20	699.46	00:00:03:05		Blink
235218585	SMP	1	788.69	701.51	00:00:03:05		Fixation
235251773	SMP	1	785.63	701.40	00:00:03:06		Fixation
235284947	SMP	1	783.35	697.66	00:00:03:07		Fixation
235318002	SMP	1	782.51	695.12	00:00:03:08		Fixation
235351397	SMP	1	783.83	691.76	00:00:03:08		Fixation
235384614	SMP	1	781.32	695.03	00:00:03:09		Fixation
235418010	SMP	1	777.05	691.68	00:00:03:10		Saccade
235451559	SMP	1	634.22	690.13	00:00:03:11		Saccade
235488790	SMP	1	615.35	683.63	00:00:03:12		Fixation
235551302	SMP	1	619.54	682.82	00:00:03:13		Fixation
235584188	SMP	1	624.59	682.56	00:00:03:14		Fixation
235618082	SMP	1	630.46	679.29	00:00:03:15		Fixation
235650790	SMP	1	635.38	671.18	00:00:03:16		-
235684453	SMP	1	665.87	579.08	00:00:03:16		-
235717539	SMP	1	0.00	0.00	00:00:03:17		-
235750654	SMP	1	609.62	1726.47	00:00:03:19		-
235786045	SMP	1	0.00	0.00	00:00:03:19		-
235850446	SMP	1	0.00	0.00	00:00:03:21		-
235917289	SMP	1	740.19	363.85	00:00:03:22		-
235950321	SMP	1	648.69	667.89	00:00:03:23		-
235983746	SMP	1	643.84	660.31	00:00:04:00		-
236016935	SMP	1	641.10	673.11	00:00:04:01		-
236050394	SMP	1	0.00	0.00	00:00:04:01		-
236083991	SMP	1	0.00	0.00	00:00:04:02		-
236116559	SMP	1	0.00	0.00	00:00:04:03		-
236150010	SMP	1	851.18	4231.94	00:00:04:04		-
236183183	SMP	1	581.39	466.60	00:00:04:04		-
236216561	SMP	1	603.68	643.90	00:00:04:05		-
236249669	SMP	1	599.95	653.68	00:00:04:06		-
236283124	SMP	1	666.47	425.71	00:00:04:07		-
236316881	SMP	1	0.00	0.00	00:00:04:08		-
236349581	SMP	1	626.17	2638.32	00:00:04:08		-
236383152	SMP	1	0.00	0.00	00:00:04:09		-
236416854	SMP	1	0.00	0.00	00:00:04:10		-
236449624	SMP	1	523.07	740.99	00:00:04:11		-
236483081	SMP	1	538.72	723.56	00:00:04:12		Fixation
236515914	SMP	1	557.61	704.81	00:00:04:12		Fixation
236549724	SMP	1	559.76	710.66	00:00:04:13		Fixation
236584713	SMP	1	561.91	717.03	00:00:04:15		Fixation
236616147	SMP	1	568.08	716.72	00:00:04:15		Fixation
236649596	SMP	1	570.75	714.66	00:00:04:16		Fixation
236682309	SMP	1	571.39	709.36	00:00:04:17		Fixation
236715555	SMP	1	570.15	710.68	00:00:04:18		Saccade
236749192	SMP	1	578.03	709.03	00:00:04:18		Saccade
236782110	SMP	1	578.57	709.99	00:00:04:19		Fixation
236815524	SMP	1	579.27	713.94	00:00:04:20		Fixation
236850401	SMP	1	581.12	717.32	00:00:04:21		Saccade
236882503	SMP	1	588.38	714.72	00:00:04:21		Saccade
236915323	SMP	1	589.30	717.65	00:00:04:22		Fixation
236948676	SMP	1	590.09	716.02	00:00:04:23		Fixation
236981766	SMP	1	590.38	715.88	00:00:05:00		Fixation
237015055	SMP	1	589.47	710.19	00:00:05:00		Saccade
237048310	SMP	1	592.27	703.22	00:00:05:01		Saccade
