## [BeGaze]
## Date:	15.02.2013 14:09:12
## Version:	BeGaze 3.2.28
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	25747
## Reversed:	none
## [Run]
## Description:	Run6
## [Calibration]
## Calibration Type:	n.a.
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, FRAMECOUNTER
##
Time	Type	Trial	B POR X [px]	B POR Y [px]	Frame	Aux1	B Event Info
5661854567	SMP	1	463.57	685.70	00:00:00:01		Blink
5661887552	SMP	1	474.30	645.76	00:00:00:02		Blink
5661921996	SMP	1	481.51	627.33	00:00:00:02		Blink
5661954283	SMP	1	489.20	610.67	00:00:00:03		Blink
5661987749	SMP	1	493.18	611.75	00:00:00:03		Blink
5662020636	SMP	1	498.17	610.67	00:00:00:04		Saccade
5662053940	SMP	1	432.67	636.77	00:00:00:05		Saccade
5662087715	SMP	1	401.75	645.96	00:00:00:06		Saccade
5662120642	SMP	1	407.78	640.01	00:00:00:07		Fixation
5662153878	SMP	1	413.95	637.59	00:00:00:08		Fixation
5662190155	SMP	1	415.38	638.75	00:00:00:09		Fixation
5662220676	SMP	1	419.23	641.14	00:00:00:09		Fixation
5662253880	SMP	1	419.77	639.60	00:00:00:10		Fixation
5662287047	SMP	1	418.75	639.13	00:00:00:11		Fixation
5662320014	SMP	1	416.49	640.12	00:00:00:12		Fixation
5662353853	SMP	1	415.61	640.31	00:00:00:13		Saccade
5662387949	SMP	1	410.85	644.75	00:00:00:14		Saccade
5662453448	SMP	1	411.55	644.58	00:00:00:15		Fixation
5662486658	SMP	1	412.84	642.77	00:00:00:16		Fixation
5662523946	SMP	1	413.52	638.28	00:00:00:17		Fixation
5662554664	SMP	1	416.28	638.16	00:00:00:17		Fixation
5662586389	SMP	1	420.83	638.44	00:00:00:18		Saccade
5662619710	SMP	1	427.44	635.24	00:00:00:19		Saccade
5662654061	SMP	1	431.28	637.34	00:00:00:20		Fixation
5662686629	SMP	1	436.63	639.73	00:00:00:21		Fixation
5662719540	SMP	1	441.72	643.66	00:00:00:22		Fixation
5662752931	SMP	1	445.82	642.91	00:00:00:23		Fixation
5662786341	SMP	1	446.33	640.56	00:00:00:23		Blink
5662819406	SMP	1	445.64	638.26	00:00:01:00		Blink
5662852964	SMP	1	446.66	634.83	00:00:01:00		Blink
5662886033	SMP	1	447.31	631.98	00:00:01:01		Blink
5662919534	SMP	1	495.24	654.62	00:00:01:02		Blink
5662986077	SMP	1	563.81	676.27	00:00:01:04		Blink
5663018871	SMP	1	560.45	674.66	00:00:01:04		Blink
5663052521	SMP	1	558.24	675.18	00:00:01:05		Blink
5663085583	SMP	1	556.43	672.99	00:00:01:06		Fixation
5663118561	SMP	1	552.25	669.50	00:00:01:07		Fixation
5663152121	SMP	1	548.47	667.04	00:00:01:08		Fixation
5663185733	SMP	1	542.88	663.67	00:00:01:09		Fixation
5663219198	SMP	1	536.39	662.77	00:00:01:10		Fixation
5663251911	SMP	1	531.32	664.96	00:00:01:10		Fixation
5663285138	SMP	1	526.24	666.94	00:00:01:11		Fixation
5663318585	SMP	1	523.46	671.09	00:00:01:12		Fixation
5663351967	SMP	1	523.70	674.54	00:00:01:13		Fixation
5663384885	SMP	1	527.97	674.31	00:00:01:13		Saccade
5663418518	SMP	1	451.70	686.95	00:00:01:14		Saccade
5663451942	SMP	1	419.78	674.57	00:00:01:15		Fixation
5663484803	SMP	1	425.59	664.65	00:00:01:16		Fixation
5663517976	SMP	1	428.19	656.61	00:00:01:17		Fixation
5663551328	SMP	1	429.69	652.74	00:00:01:18		Fixation
5663584621	SMP	1	428.87	653.38	00:00:01:18		Fixation
5663617939	SMP	1	427.12	653.72	00:00:01:19		Saccade
5663651139	SMP	1	415.96	636.73	00:00:01:19		Saccade
5663684519	SMP	1	419.03	639.58	00:00:01:20		Fixation
5663718367	SMP	1	420.00	642.18	00:00:01:21		Fixation
5663753247	SMP	1	423.48	644.00	00:00:01:22		Saccade
5663817667	SMP	1	503.43	637.74	00:00:02:00		Saccade
5663850775	SMP	1	524.94	633.16	00:00:02:00		Saccade
5663884190	SMP	1	522.09	635.70	00:00:02:01		Fixation
5663950643	SMP	1	523.44	633.86	00:00:02:03		Fixation
5663984160	SMP	1	525.57	633.48	00:00:02:04		Fixation
5664017697	SMP	1	526.97	634.90	00:00:02:05		Fixation
5664050836	SMP	1	527.54	635.09	00:00:02:05		Fixation
5664084086	SMP	1	526.00	636.32	00:00:02:06		Fixation
5664117459	SMP	1	524.74	635.19	00:00:02:07		Fixation
5664151024	SMP	1	522.90	635.00	00:00:02:08		Fixation
5664186022	SMP	1	519.60	634.52	00:00:02:09		Fixation
5664250208	SMP	1	520.78	627.78	00:00:02:10		Saccade
5664283331	SMP	1	519.71	630.51	00:00:02:11		Saccade
5664316568	SMP	1	476.93	686.05	00:00:02:12		Saccade
5664350356	SMP	1	478.12	686.78	00:00:02:13		Fixation
5664383100	SMP	1	477.97	686.43	00:00:02:14		Fixation
5664416619	SMP	1	476.26	688.23	00:00:02:14		Fixation
5664449527	SMP	1	476.60	691.88	00:00:02:15		Fixation
5664483213	SMP	1	478.27	692.38	00:00:02:15		Fixation
5664516556	SMP	1	481.01	691.36	00:00:02:16		Fixation
5664550711	SMP	1	483.10	689.91	00:00:02:17		Fixation
5664586336	SMP	1	485.15	687.53	00:00:02:18		Fixation
5664649480	SMP	1	488.17	681.04	00:00:02:20		Saccade
5664682687	SMP	1	441.87	674.49	00:00:02:21		Saccade
5664715970	SMP	1	422.88	665.03	00:00:02:21		Fixation
5664749611	SMP	1	421.94	663.94	00:00:02:22		Fixation
5664782708	SMP	1	422.33	666.20	00:00:02:23		Fixation
5664816550	SMP	1	421.50	668.71	00:00:03:00		Fixation
5664850038	SMP	1	421.66	671.89	00:00:03:01		Fixation
5664882322	SMP	1	408.72	663.86	00:00:03:02		Fixation
5664915595	SMP	1	392.68	649.47	00:00:03:02		Blink
5664948912	SMP	1	393.68	649.47	00:00:03:03		Blink
5664982273	SMP	1	393.67	647.80	00:00:03:04		Blink
5665015729	SMP	1	538.94	681.15	00:00:03:04		Blink
5665048910	SMP	1	666.80	701.53	00:00:03:05		Blink
5665081884	SMP	1	836.47	706.74	00:00:03:06		Blink
5665115552	SMP	1	833.71	702.49	00:00:03:07		Blink
5665148746	SMP	1	831.42	700.81	00:00:03:08		Blink
5665182298	SMP	1	832.13	699.23	00:00:03:09		Blink
5665215096	SMP	1	831.86	696.99	00:00:03:09		Fixation
