## [BeGaze]
## Date:	15.02.2013 14:09:12
## Version:	BeGaze 3.2.28
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	27650
## Reversed:	none
## [Run]
## Description:	Run6
## [Calibration]
## Calibration Type:	n.a.
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, FRAMECOUNTER
##
Time	Type	Trial	B POR X [px]	B POR Y [px]	Frame	Aux1	B Event Info
5385689344	SMP	1	699.29	803.64	00:00:00:00		-
5385722982	SMP	1	700.29	801.83	00:00:00:01		Blink
5385761899	SMP	1	700.93	800.43	00:00:00:01		Blink
5385822228	SMP	1	697.97	766.42	00:00:00:04		Blink
5385856084	SMP	1	0.00	0.00	00:00:00:05		Blink
5385889059	SMP	1	683.63	5194.60	00:00:00:05		Blink
5385922700	SMP	1	782.75	791.99	00:00:00:06		Blink
5385955960	SMP	1	718.51	799.30	00:00:00:07		Blink
5385988583	SMP	1	720.52	784.53	00:00:00:08		Blink
5386022014	SMP	1	721.37	783.99	00:00:00:08		Blink
5386055176	SMP	1	720.42	783.09	00:00:00:08		Blink
5386088772	SMP	1	722.37	780.86	00:00:00:10		Fixation
5386122248	SMP	1	722.84	777.79	00:00:00:10		Fixation
5386155564	SMP	1	723.51	774.12	00:00:00:12		Fixation
5386191553	SMP	1	724.61	772.23	00:00:00:12		Fixation
5386254889	SMP	1	723.62	768.96	00:00:00:14		Fixation
5386288148	SMP	1	723.66	765.40	00:00:00:15		Fixation
5386321454	SMP	1	724.62	762.65	00:00:00:16		Fixation
5386354892	SMP	1	725.42	759.31	00:00:00:16		Fixation
5386387893	SMP	1	726.63	755.27	00:00:00:17		Fixation
5386421655	SMP	1	726.02	747.78	00:00:00:18		Saccade
5386454558	SMP	1	725.32	662.78	00:00:00:19		Saccade
5386489668	SMP	1	724.15	641.02	00:00:00:19		Fixation
5386521314	SMP	1	725.34	637.55	00:00:00:21		Fixation
5386554616	SMP	1	725.98	635.71	00:00:00:21		Fixation
5386621002	SMP	1	725.06	632.94	00:00:00:23		Fixation
5386654095	SMP	1	725.46	631.97	00:00:01:00		Fixation
5386688528	SMP	1	725.92	617.65	00:00:01:01		Saccade
5386721201	SMP	1	727.33	598.54	00:00:01:01		Saccade
5386754208	SMP	1	725.73	599.44	00:00:01:02		Fixation
5386787361	SMP	1	725.18	604.20	00:00:01:03		Fixation
5386821284	SMP	1	725.23	606.34	00:00:01:04		Fixation
5386854084	SMP	1	709.96	613.80	00:00:01:04		Saccade
5386887016	SMP	1	695.10	623.36	00:00:01:04		Saccade
5386920365	SMP	1	692.49	628.11	00:00:01:05		Fixation
5386953892	SMP	1	690.64	636.01	00:00:01:06		Fixation
5386988982	SMP	1	688.25	643.65	00:00:01:07		Fixation
5387020896	SMP	1	686.23	648.94	00:00:01:08		Fixation
5387086718	SMP	1	682.64	659.62	00:00:01:10		Saccade
5387120018	SMP	1	717.05	665.17	00:00:01:11		Saccade
5387154908	SMP	1	730.78	669.80	00:00:01:12		Fixation
5387187076	SMP	1	729.20	672.65	00:00:01:12		Fixation
5387220673	SMP	1	730.22	674.56	00:00:01:13		Fixation
5387253203	SMP	1	728.69	678.08	00:00:01:14		Fixation
5387289962	SMP	1	727.28	679.71	00:00:01:15		Fixation
5387320635	SMP	1	727.29	679.94	00:00:01:15		Fixation
5387352993	SMP	1	727.03	679.77	00:00:01:16		Saccade
5387386935	SMP	1	784.34	678.90	00:00:01:17		Saccade
5387452792	SMP	1	806.20	673.04	00:00:01:19		Fixation
5387486454	SMP	1	805.57	671.36	00:00:01:20		Fixation
5387519783	SMP	1	807.51	667.96	00:00:01:20		Fixation
5387552550	SMP	1	807.44	670.08	00:00:01:21		Fixation
5387585754	SMP	1	813.55	669.00	00:00:01:22		Saccade
5387619584	SMP	1	863.29	672.65	00:00:01:23		Saccade
5387652800	SMP	1	864.19	673.68	00:00:02:00		Fixation
5387685887	SMP	1	862.53	671.21	00:00:02:00		Fixation
5387718928	SMP	1	863.51	671.38	00:00:02:00		Fixation
5387752398	SMP	1	863.50	668.76	00:00:02:02		Fixation
5387785833	SMP	1	867.51	669.45	00:00:02:02		Saccade
